title,authors,year,doi,url,publisher,type,reference_count,is_referenced_by_count
Growth and development of halophyte Funaria hygrometrica Hedw. (Funariaceae) under salt stress Crescimento e desenvolvimento da halofita Funaria hygrometrica HEDW. (Funariaceae) sob estresse salino,"Maria Victória Magalhães De Vargas, Mônica Munareto Minozzo, Antônio Batista Pereira, Filipe de Carvalho Victoria",2017,10.14393/bj-v33n6a2017-37184,https://doi.org/10.14393/bj-v33n6a2017-37184,PPUFU - Portal de Periódicos da Universidade Federal de Uberlândia,journal-article,0,5
"Field studies on the developmental cycle of <i>Bucculatrix maritima</i> (Stt.), a leaf miner of the halophyte <i>Aster tripolium</i>","M. G. M. Jansen, M. A. Hemminga",1988,10.1111/j.1439-0418.1988.tb00161.x,https://doi.org/10.1111/j.1439-0418.1988.tb00161.x,Wiley,journal-article,19,1
Halophyte Vegetation Influences Soil Microbial Community of Coastal Salt Marsh,"Chen Gu, Jiyan Shi, Jianliang Rui, Yanming Yu, Weibin Huang, Zhinai Lu, Yao Chen, Xiaojun Chen, Shudi Dong, Zhijun Hu, Chenghua Ye",2022,10.1007/s11802-022-5213-x,https://doi.org/10.1007/s11802-022-5213-x,Springer Science and Business Media LLC,journal-article,40,8
De novo transcriptome analysis for exploration of genes responding to salinity in a halophyte New Zealand spinach (Tetragonia tetragonioides),"Chetan Kaur, Bashistha Kumar Kanth, Ka Youn Lee, Shipra Kumari, Geung-Joo Lee",2022,10.1007/s11816-022-00800-x,https://doi.org/10.1007/s11816-022-00800-x,Springer Science and Business Media LLC,journal-article,65,4
Identification and characterization of differentially expressed genes in the halophyte Halostachys caspica under salt stress,"Lin Liu, Yan Wang, Youling Zeng, Yakupjan Haxim, Fuchun Zhang",2012,10.1007/s11240-012-0123-z,https://doi.org/10.1007/s11240-012-0123-z,Springer Science and Business Media LLC,journal-article,49,11
Insights into the endophytic bacterial community comparison and their potential role in the dimorphic seeds of halophyte Suaeda glauca,"Hongfei Wang, Manik Prabhu Narsing Rao, Yanli Gao, Xinyang Li, Rui Gao, Yuanguo Xie, Qiuli Li, Wenjun Li",2021,10.1186/s12866-021-02206-1,https://doi.org/10.1186/s12866-021-02206-1,Springer Science and Business Media LLC,journal-article,106,12
"Identification of salt-induced genes from Salicornia brachiata, an extreme halophyte through expressed sequence tags analysis","Bhavanath Jha, Pradeep K. Agarwal, Palakolanu Sudhakar Reddy, Sanjay Lal, Sudhir K. Sopory, Malireddy K. Reddy",2009,10.1266/ggs.84.111,https://doi.org/10.1266/ggs.84.111,Genetics Society of Japan,journal-article,49,63
"Characterization of the complete chloroplast genome of an annual halophyte, <i>Chenopodium glaucum</i> (Amaranthaceae)","Yan Yao, Xiao-Tong Li, Xi-Yue Wu, Shou-Jin Fan, Xue-Jie Zhang, Xiao-Jian Qu",2019,10.1080/23802359.2019.1687041,https://doi.org/10.1080/23802359.2019.1687041,Informa UK Limited,journal-article,24,8
Proline priming: An efficient strategy to mitigate salinity impact at early developmental stages of the oilseed halophyte Cakile maritima,"Dorsaf MESSEDI, Dorsaf HMIDI, Feten FARHANI, Fathia ZRIBI, Walid ZORRIG, Chedly ABDELLY, Ahmed DEBEZ",2024,10.15835/nbha52213458,https://doi.org/10.15835/nbha52213458,University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca,journal-article,0,3
Dust collection and nutrient absorption by halophyte communities in Saemanguem reclaimed land,"Myoung-Ho Shin, Hyun-Seob Hwang, In-Bok Lee, Young-Ho Seo, Min-Kyun Kim",2013,10.1007/s13765-013-3281-8,https://doi.org/10.1007/s13765-013-3281-8,Springer Science and Business Media LLC,journal-article,28,1
Growth and Cd accumulation of two halophytes and a non-halophyte grown in a non-saline and a saline soil with different Cd levels,"Roghaie Hamzenejad Taghlidabad, Habib Khodaverdiloo, Walter W Wenzel, Salar Rezapour",2014,10.1080/02757540.2014.894988,https://doi.org/10.1080/02757540.2014.894988,Informa UK Limited,journal-article,39,10
Isolation of Endophytic Plant Growth-Promoting Bacteria Associated with the Halophyte Salicornia europaea and Evaluation of their Promoting Activity Under Salt Stress,"Shuai Zhao, Na Zhou, Zheng-Yong Zhao, Ke Zhang, Guo-Hua Wu, Chang-Yan Tian",2016,10.1007/s00284-016-1096-7,https://doi.org/10.1007/s00284-016-1096-7,Springer Science and Business Media LLC,journal-article,34,119
"Testing the hydroponic performance of the edible halophyte Halimione portulacoides, a potential extractive species for coastal Integrated Multi-Trophic Aquaculture","Marco Custódio, Sebastián Villasante, Ricardo Calado, Ana I. Lillebø",2021,10.1016/j.scitotenv.2020.144378,https://doi.org/10.1016/j.scitotenv.2020.144378,Elsevier BV,journal-article,79,13
Screening for Salt Tolerance in Eight Halophyte Species from Yellow River Delta at the Two Initial Growth Stages,"Liu Xianzhao, Wang Chunzhi, Su Qing",2013,10.1155/2013/592820,https://doi.org/10.1155/2013/592820,Wiley,journal-article,39,16
A comparative metabolomics analysis of the halophyte Suaeda salsa and Salicornia europaea,"Xin Wang, Junhong Bai, Wei Wang, Guangliang Zhang, Shuo Yin, Dawei Wang",2020,10.1007/s10653-020-00569-4,https://doi.org/10.1007/s10653-020-00569-4,Springer Science and Business Media LLC,journal-article,99,30
The leaf tonoplast V-H+-ATPase activity of a C3 halophyte Suaeda salsa is enhanced by salt stress in a Ca-dependent mode,"Ning Han, Qun Shao, Cong-Ming Lu, Bao-Shan Wang",2005,10.1016/j.jplph.2004.07.016,https://doi.org/10.1016/j.jplph.2004.07.016,Elsevier BV,journal-article,34,45
Na2CO3-responsive mechanisms in halophyte Puccinellia tenuiflora roots revealed by physiological and proteomic analyses,"Qi Zhao, Jinwei Suo, Sixue Chen, Yudan Jin, Xiaolin Ma, Zepeng Yin, Yuhong Zhang, Tai Wang, Ji Luo, Wenhai Jin, Xia Zhang, Zhiqiang Zhou, Shaojun Dai",2016,10.1038/srep32717,https://doi.org/10.1038/srep32717,Springer Science and Business Media LLC,journal-article,85,71
Importance of native arbuscular mycorrhizal inoculation in the halophyte Asteriscus maritimus for successful establishment and growth under saline conditions,"Beatriz Estrada, Ricardo Aroca, Concepción Azcón-Aguilar, José Miguel Barea, Juan Manuel Ruiz-Lozano",2013,10.1007/s11104-013-1635-y,https://doi.org/10.1007/s11104-013-1635-y,Springer Science and Business Media LLC,journal-article,67,49
"Effect of salinity on ion homeostasis in three halophyte species, Limonium bicolor, Vitex trifolia Linn. var. simplicifolia Cham and Apocynaceae venetum","Dejie Yin, Jie Zhang, Rui Jing, Qiqi Qu, Haiyan Guan, Lili Zhang, Li Dong",2018,10.1007/s11738-018-2616-9,https://doi.org/10.1007/s11738-018-2616-9,Springer Science and Business Media LLC,journal-article,52,12
Salt tolerance of the annual halophyte Cakile maritima as affected by the provenance and the developmental stage,"Wided Megdiche, Nader Ben Amor, Ahmed Debez, Kamel Hessini, Riadh Ksouri, Yasmine Zuily-Fodil, Chedly Abdelly",2007,10.1007/s11738-007-0047-0,https://doi.org/10.1007/s11738-007-0047-0,Springer Science and Business Media LLC,journal-article,41,74
Regulated alterations in redox and energetic status are the key mediators of salinity tolerance in the halophyte Sesuvium portulacastrum (L.) L,"Vinayak H. Lokhande, Ashish K. Srivastava, Sudhakar Srivastava, Tukaram D. Nikam, Penna Suprasanna",2011,10.1007/s10725-011-9600-3,https://doi.org/10.1007/s10725-011-9600-3,Springer Science and Business Media LLC,journal-article,41,30
"Effects of Salinity on Metabolic Profiles, Gene Expressions, and Antioxidant Enzymes in Halophyte Suaeda salsa","Huifeng Wu, Xiaoli Liu, Liping You, Linbao Zhang, Di Zhou, Jianghua Feng, Jianmin Zhao, Junbao Yu",2011,10.1007/s00344-011-9244-6,https://doi.org/10.1007/s00344-011-9244-6,Springer Science and Business Media LLC,journal-article,53,52
"Effects of mud fiddler crabs (
                    <i>Uca pugnax</i>
                    ) on the recruitment of halophyte seedlings in salt marsh dieback areas of Cape Cod (Massachusetts, USA)","Stephen M. Smith, Megan C. Tyrrell",2011,10.1007/s11284-011-0886-4,https://doi.org/10.1007/s11284-011-0886-4,Wiley,journal-article,38,21
"Salt accumulation and depletion in the root-zone of the halophyte Atriplex nummularia Lindl.: influence of salinity, leaf area and plant water use","Hesham F. Alharby, Timothy D. Colmer, Edward G. Barrett-Lennard",2014,10.1007/s11104-014-2148-z,https://doi.org/10.1007/s11104-014-2148-z,Springer Science and Business Media LLC,journal-article,26,9
Conversion of quaternary ammonium compounds in the whole plant system of the halophyte Suaeda altissima,"G. F. Khailova, L. G. Popova, L. G. Khalilova, N. A. Myasoedov, Yu. V. Balnokin",2014,10.1134/s1021443714050094,https://doi.org/10.1134/s1021443714050094,Pleiades Publishing Ltd,journal-article,20,1
NaCl homoeostasis as a factor for the survival of the evergreen halophyte <i>Armeria maritima</i> (Mill.) Willd. under salt stress in winter,K. I. KÖHL,1997,10.1046/j.1365-3040.1997.d01-28.x,https://doi.org/10.1046/j.1365-3040.1997.d01-28.x,Wiley,journal-article,26,7
Antioxidant and antimicrobial activity of Tamarix ramosissima halophyte and its application in the food industry,"D. I. Polovinchina, M. A. Egorov, L. T. Sukhenko, O. V. Novichenko, A. S. Baimukhambetova",2022,10.20914/2310-1202-2022-4-53-58,https://doi.org/10.20914/2310-1202-2022-4-53-58,FSBEI HE Voronezh State University of Engineering Technologies,journal-article,21,0
"Overexpression of AcNIP5;1, a Novel Nodulin-Like Intrinsic Protein from Halophyte Atriplex canescens, Enhances Sensitivity to Salinity and Improves Drought Tolerance in Arabidopsis","Gang Yu, Jingtao Li, Xinhua Sun, Xianghui Zhang, Jinliang Liu, Hongyu Pan",2015,10.1007/s11105-015-0881-y,https://doi.org/10.1007/s11105-015-0881-y,Springer Science and Business Media LLC,journal-article,34,15
The synergistic effect of biopolymers as green binders with halophyte plant growth-promoting bacteria for the bioremediation of saline soil,"Fateme Aghamir, Zinab Moradi Alvand, Ghasem Eghlima, Mohsen Farzaneh",2025,10.1007/s11356-025-37090-z,https://doi.org/10.1007/s11356-025-37090-z,Springer Science and Business Media LLC,journal-article,110,0
Effect of prior salt experience on desalination capacity of the halophyte Arthrocnemum macrostachyum,"José M. Barcia-Piedras, Jesús A. Pérez-Romero, Enrique Mateos-Naranjo, María Camacho, Susana Redondo-Gómez",2019,10.1016/j.desal.2019.03.006,https://doi.org/10.1016/j.desal.2019.03.006,Elsevier BV,journal-article,25,32
"Growth and mineral distribution of <i>Sesuvium portulacastrum</i> l., a salt marsh halophyte, under sodium chloride stress","V. Venkatesalu, R. Raj Kumar, K. P. Chellappan",1994,10.1080/00103629409369226,https://doi.org/10.1080/00103629409369226,Informa UK Limited,journal-article,18,15
"Developmental progression of photosystem II electron transport and CO<sub>2</sub> uptake in <i>Spartina alterniflora</i>, a facultative halophyte, in a northern salt marsh","Mark O Baerlocher, Douglas A Campbell, Robert J Ireland",2004,10.1139/b04-008,https://doi.org/10.1139/b04-008,Canadian Science Publishing,journal-article,58,10
Leaf–water relations and ion concentrations of the halophyte Atriplex hortensis in response to salinity and water stress,"S. Sai Kachout, A. Ben Mansoura, K. Jaffel Hamza, J. C. Leclerc, M. N. Rejeb, Z. Ouerghi",2010,10.1007/s11738-010-0552-4,https://doi.org/10.1007/s11738-010-0552-4,Springer Science and Business Media LLC,journal-article,51,28
Heat stress effects on sexual reproductive processes of a threatened halophyte,"Melissa León-Osper, María D. Infante-Izquierdo, Jesús J. Soriano-Bermúdez, Francisco J.J. Nieva, Brenda J. Grewell, Jesús M. Castillo, Adolfo F. Muñoz-Rodríguez",2020,10.1016/j.sajb.2020.07.016,https://doi.org/10.1016/j.sajb.2020.07.016,Elsevier BV,journal-article,61,5
Erratum to: Classification of halophyte community growth and its relationship with soil chemical properties in Saemanguem reclaimed land,"Myoung-Ho Shin, Chang-Hwan Kim, Min-Kyun Kim",2012,10.1007/s13765-012-2274-3,https://doi.org/10.1007/s13765-012-2274-3,Springer Science and Business Media LLC,journal-article,0,0
"Effect of maternal habitat, temperature and light on germination and salt tolerance of
                    <i>Suaeda vermiculata</i>
                    , a habitat-indifferent halophyte of arid Arabian deserts – CORRIGENDUM","Ali El-Keblawy, Naeema Al-Shamsi, Kareem A. Mosa",2018,10.1017/s0960258518000326,https://doi.org/10.1017/s0960258518000326,Cambridge University Press (CUP),journal-article,1,1
Inter-provenance variation in seed germination response of a cash crop halophyte Suaeda fruticosa to different abiotic factors,"Syed Zaheer Shah, Aysha Rasheed, Ali El-Keblawy, Sanjay Gairola, Shyam S. Phartyal, Bilquees Gul, Abdul Hameed",2022,10.1016/j.flora.2022.152079,https://doi.org/10.1016/j.flora.2022.152079,Elsevier BV,journal-article,67,8
"Evaluation of the antifungal, antibacterial, and anti-inflammatory activity of a halophyte plant Arthrocnemum macrostachyum Koch extracts.","Sana Eijaz, Muneeba Khan, Amber Mirza, Anjum Parveen, Shazia Mansuri, Muhammad Nadir",2021,10.29052/ijehsr.v9.i4.2021.499-510,https://doi.org/10.29052/ijehsr.v9.i4.2021.499-510,Advance Educational Institute and Research Center (Publications),journal-article,0,0
"The effect of environmental conditions on the growth and development of the oilseed halophyte Salicornia bigelovii Torr. in arid Baja California Sur, México","Enrique Troyo-Diéguez, Alfredo Ortega-Rubio, Yolanda Maya, José Luis León",1994,10.1016/s0140-1963(05)80058-8,https://doi.org/10.1016/s0140-1963(05)80058-8,Elsevier BV,journal-article,24,21
Two new flavonoid glycosides from the halophyte <i>Limonium franchetii</i>,"Na-Na Kong, Sheng-Tao Fang, Jian-Hua Wang, Zhen-Hua Wang, Chuan-Hai Xia",2014,10.1080/10286020.2014.884081,https://doi.org/10.1080/10286020.2014.884081,Informa UK Limited,journal-article,20,17
"Genome-Wide Characterization and Analysis of the bHLH Transcription Factor Family in Suaeda aralocaspica, an Annual Halophyte With Single-Cell C4 Anatomy","Xiaowei Wei, Jing Cao, Haiyan Lan",2022,10.3389/fgene.2022.927830,https://doi.org/10.3389/fgene.2022.927830,Frontiers Media SA,journal-article,100,5
Interaction between Salinity and Original Habitat during Germination of the Annual Seashore Halophyte<i>Cakile Maritima</i>,"Mohamed Ali Ghars, Ahmed Debez, Chedly Abdelly",2009,10.1080/00103620903261684,https://doi.org/10.1080/00103620903261684,Informa UK Limited,journal-article,44,16
Early effects of salt stress on the physiological and oxidative status of the halophyte Lobularia maritima,"Anis Ben Hsouna, Thaura Ghneim-Herrera, Walid Ben Romdhane, Amira Dabbous, Rania Ben Saad, Faical Brini, Chedly Abdelly, Karim Ben Hamed",2020,10.1071/fp19303,https://doi.org/10.1071/fp19303,CSIRO Publishing,journal-article,76,52
Changes in the levels of jasmonates and free polyamines induced by Na2SO4 and NaCl in roots and leaves of the halophyte Prosopis strombulifera,"Mariana A. Reginato, Guillermina I. Abdala, Otto Miersch, Oscar A. Ruiz, Elsa Moschetti, Virginia Luna",2012,10.2478/s11756-012-0052-7,https://doi.org/10.2478/s11756-012-0052-7,Springer Science and Business Media LLC,journal-article,40,15
Ca<sup>2+</sup>‐Calmodulin is Involved in Betacyanin Accumulation Induced by Dark in C<sub>3</sub> Halophyte <i>Suaeda salsa</i>,"Chang‐Quan Wang, Bao‐Shan Wang",2007,10.1111/j.1744-7909.2007.00489.x,https://doi.org/10.1111/j.1744-7909.2007.00489.x,Wiley,journal-article,34,13
NaCl alleviates Cd toxicity by changing its chemical forms of accumulation in the halophyte Sesuvium portulacastrum,"Mariem Wali, Emna Fourati, Nizar Hmaeid, Rim Ghabriche, Charlotte Poschenrieder, Chedly Abdelly, Tahar Ghnaya",2015,10.1007/s11356-015-4298-9,https://doi.org/10.1007/s11356-015-4298-9,Springer Science and Business Media LLC,journal-article,37,51
"Kochia scoparia L., a newfound candidate halophyte, for phytoremediation of cadmium-contaminated saline soils","Ruiying Shi, Lichen Liang, Weitao Liu, Aurang Zeb",2022,10.1007/s11356-022-18895-8,https://doi.org/10.1007/s11356-022-18895-8,Springer Science and Business Media LLC,journal-article,64,17
"Crystallization of an α-amylase, AmyA, from the thermophilic halophile<i>Halothermothrix orenii</i>","Nan Li, Bharat K. C. Patel, Benjamin N. Mijts, Kunchithapadam Swaminathan",2002,10.1107/s0907444902015469,https://doi.org/10.1107/s0907444902015469,International Union of Crystallography (IUCr),journal-article,0,7
Salt-driven dynamic folding of halophile-origin enzymes: Insights into evolution and protein exploitation,"Yu-Ke Cen, Lin Zhang, Meng-Ping Liu, Chao Xiang, Tao-Xu Lu, Ya-Ping Xue, Yu-Guo Zheng",2025,10.1016/j.ijbiomac.2025.140527,https://doi.org/10.1016/j.ijbiomac.2025.140527,Elsevier BV,journal-article,26,2
Modified Halophyte Biochar for Congo red Removal: Adsorption and Neural Prediction,"Disha P. Mehta, Pragnesh N. Dave, Ruksana R. Sirach, Vijay V. Kumar",2025,10.1055/a-2705-2083,https://doi.org/10.1055/a-2705-2083,Georg Thieme Verlag KG,journal-article,60,0
Evaluation of novel antioxidant triterpenoid saponins from the halophyte Salicornia herbacea,"You Ah Kim, Chang-Suk Kong, Jung Im Lee, Hojun Kim, Hee Yeon Park, Hyi-Seung Lee, Chulhyun Lee, Youngwan Seo",2012,10.1016/j.bmcl.2012.05.017,https://doi.org/10.1016/j.bmcl.2012.05.017,Elsevier BV,journal-article,33,52
The miR169b/NFYA1 module from the halophyte Halostachys caspica endows salt and drought tolerance in Arabidopsis through multi-pathways,"Jieyun Ji, Youling Zeng, Suwei Zhang, Fangyuan Chen, Xianfei Hou, Qiang Li",2023,10.3389/fpls.2022.1026421,https://doi.org/10.3389/fpls.2022.1026421,Frontiers Media SA,journal-article,59,14
Salt activation and inhibition of membrane ATPase from roots of the halophyte Atriplex nummularia,"H. R. LERNER, LEONORA REINHOLD, RACHEL GUY, YAEL BRAUN, MIRIAM HASIDIM, ALEXANDRA POLJAKOFF-MAYBER",1983,10.1111/j.1365-3040.1983.tb01555.x,https://doi.org/10.1111/j.1365-3040.1983.tb01555.x,Wiley,journal-article,18,0
